Número de registro;Comunidad autónoma;Provincia;Localidad;Denominación;Estado de la fosa;Tipo de fosa;Estado actual;Ubicación precisa
2660/2022 ASTU;Principado de Asturias;Asturias;Amieva;Las Llamas;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
2661/2022 ASTU;Principado de Asturias;Asturias;Avilés;Cementerio municipal de San Pedro Navarro;Sin Estado;EJECUCIONES EXTRAJUDICIALES;1;N
2662/2022 ASTU;Principado de Asturias;Asturias;Belmonte de Miranda;El sastrín de Tuña;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2663/2022 ASTU;Principado de Asturias;Asturias;Belmonte de Miranda;Prado de Valmayor;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2664/2022 ASTU;Principado de Asturias;Asturias;Candamo;Grullos;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2665/2010 SEVI;Andalucía;Sevilla;Aguadulce;Fosa en el Cementerio de Aguadulce;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2697/2022 CIRE;Castilla-La Mancha;Ciudad Real;Agudo;Fosa en el cementerio civil de Agudo;EXHUMADA PARCIALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;1;N
2698/2022 CIRE;Castilla-La Mancha;Ciudad Real;Alamillo;Fosa en el cementerio de Alamillo;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
2699/2022 CIRE;Castilla-La Mancha;Ciudad Real;Aldea del Rey;Fosa en el cementerio de Aldea del Rey;NO INTERVENIDA;GUERRILLERA;1;N
27/2009 SEVI;Andalucía;Sevilla;Benacazón;Fosa en la carreterilla de la Estación;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);1;N
2700/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almadén;Fosa del cementerio de Almadén;EXHUMADA PARCIALMENTE Y DIGNIFICADA;OTRO;8;N
2701/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almadenejos;Fosa en el cementerio de Almadenejos;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2702/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almadenejos;Fosa del bombardeo de Almadenejos;EXHUMADA PARCIALMENTE Y DIGNIFICADA;ACCION BELICA DISTINTA (NO COMBATIENTES);11;N
2703/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almagro;Fosa del cementerio de Almagro;EXHUMADA PARCIAL;OTRO;8;N
2704/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almedina;Fosa del cementerio de Almedina;NO INTERVENIDA;GUERRILLERA;8;N
2705/2022 CIRE;Castilla-La Mancha;Ciudad Real;Argamasilla de Alba;Fosa del cementerio municipal de Argamasilla de Alba;NO INTERVENIDA;OTRO;1;N
2706/2022 CIRE;Castilla-La Mancha;Ciudad Real;Argamasilla de Calatrava;Fosa del cementerio municipal de Argamasilla de Calatrava;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2707/2022 CIRE;Castilla-La Mancha;Ciudad Real;Calzada de Calatrava;Fosa en el cementerio municipal de Calzada de Calatrava;NO INTERVENIDA;GUERRILLERA;8;N
2708/2022 CIRE;Castilla-La Mancha;Ciudad Real;Campo de Criptana;Fosa del cementerio municipal de Campo de Criptana;EXHUMADA PARCIALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
2709/2022 CIRE;Castilla-La Mancha;Ciudad Real;Castellar de Santiago;Fosa del cementerio de Castellar de Santiago;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
271/2021 MADR;Comunidad de Madrid;Madrid;San Lorenzo de El Escorial;Valle de Cuelgamuros;NO INTERVENIDA;OTRO;8;N
2710/2022 CIRE;Castilla-La Mancha;Ciudad Real;Ciudad Real;Fosa del cementerio de Ciudad Real;EXHUMADA PARCIALMENTE Y DIGNIFICADA;OTRO;8;N
2711/2022 CIRE;Castilla-La Mancha;Ciudad Real;Fuente el Fresno;Fosa del cementerio de Fuente el Fresno;NO INTERVENIDA;GUERRILLERA;8;N
2712/2022 CIRE;Castilla-La Mancha;Ciudad Real;Guadalmez;Fosa en el cementerio municipal de Guadalmez;EXHUMADA TOTAL;GUERRILLERA;1;N
2713/2022 CIRE;Castilla-La Mancha;Ciudad Real;Luciana;Fosa en el antiguo cementerio de Luciana;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
2714/2022 CIRE;Castilla-La Mancha;Ciudad Real;Manzanares;Fosas del cementerio de Manzanares;EXHUMADA PARCIALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
2716/2022 CIRE;Castilla-La Mancha;Ciudad Real;Moral de Calatrava;Fosa del antiguo cementerio civil de Moral de Calatrava;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;1;N
2717/2022 CIRE;Castilla-La Mancha;Ciudad Real;Navas de Estena;Fosa del cementerio de Navas de Estena;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
2718/2022 CIRE;Castilla-La Mancha;Ciudad Real;Piedrabuena;Fosa del cementerio de Piedrabuena;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
2719/2022 CIRE;Castilla-La Mancha;Ciudad Real;Porzuna;Fosa del cementerio de Porzuna;EXHUMADA PARCIAL;GUERRILLERA;1;N
272/2009 SEVI;Andalucía;Sevilla;Roda de Andalucía, La;Fosa del antiguo cementerio de La Roda;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
2720/2022 CIRE;Castilla-La Mancha;Ciudad Real;Puerto Lápice;Fosa en el cementerio municipal de Puerto Lápice;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
2721/2022 CIRE;Castilla-La Mancha;Ciudad Real;Saceruela;Fosa del cementerio de Saceruela;NO INTERVENIDA;GUERRILLERA;2;N
2722/2022 CIRE;Castilla-La Mancha;Ciudad Real;Socuéllamos;Fosa en el cementerio municipal de Socuéllamos;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
2723/2022 CIRE;Castilla-La Mancha;Ciudad Real;Solana del Pino;Fosa en el cementerio de Solana del Pino;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
2724/2022 CIRE;Castilla-La Mancha;Ciudad Real;Tomelloso;Fosa en el cementerio municipal de Tomelloso;NO INTERVENIDA;OTRO;8;N
2725/2022 CIRE;Castilla-La Mancha;Ciudad Real;Torrenueva;Fosa en el cementerio municipal de Torrenueva;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
2726/2022 CIRE;Castilla-La Mancha;Ciudad Real;Villanueva de los Infantes;Fosa en el cementerio de Villanueva de los Infantes;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2727/2022 CIRE;Castilla-La Mancha;Ciudad Real;Villarrubia de los Ojos;Fosa del cementerio de Villarrubia de los Ojos;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
2728/2022 CIRE;Castilla-La Mancha;Ciudad Real;Viso del Marqués;Fosa en el cementerio municipal de Viso del Marqués;NO INTERVENIDA;GUERRILLERA;11;N
2729/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almodóvar del Campo;Fosa en Peña Escondida;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
273/2009 ASTU;Principado de Asturias;Asturias;Peñamellera Baja;Fosa en el Cementerio de Panes;TRASLADADA AL VALLE DE LOS CAÍDOS;MUERTOS EN COMBATE;4;N
2730/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almodóvar del Campo;"Cueva de ""El Tío Maximino";NO INTERVENIDA;DESCONOCIDO;10;N
2731/2022 CIRE;Castilla-La Mancha;Ciudad Real;Mestanza;Fosa en el cementerio de la pedanía de Solanilla del Tamaral;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2732/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almodóvar del Campo;Fosa en el cementerio de Valdeazogues;NO INTERVENIDA;GUERRILLERA;8;N
2733/2022 TOLE;Castilla-La Mancha;Toledo;Recas;Fosa común en el paraje Los Tintos;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2734/2022 CIRE;Castilla-La Mancha;Ciudad Real;Alhambra;Fosa en el cementerio de Alhambra;EXHUMADA TOTAL;OTRO;8;N
2735/2022 CIRE;Castilla-La Mancha;Ciudad Real;Almodóvar del Campo;Fosa del cementerio de Almodóvar del Campo;EXHUMADA TOTAL;EJECUCIONES SUMARÍSIMAS;8;N
2736/2022 CIRE;Castilla-La Mancha;Ciudad Real;Carrión de Calatrava;Fosa del cementerio de Carrión de Calatrava;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2737/2022 CIRE;Castilla-La Mancha;Ciudad Real;Chillón;Fosa de Chillón (II);DESAPARECIDA;EJECUCIONES EXTRAJUDICIALES;4;N
2738/2022 CIRE;Castilla-La Mancha;Ciudad Real;Daimiel;Fosa en el cementerio de Daimiel;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
2739/2022 CIRE;Castilla-La Mancha;Ciudad Real;Herencia;Fosa de Herencia;EXHUMADA TOTAL;OTRO;8;N
274/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa del Pozu Tartiere;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2740/2022 CIRE;Castilla-La Mancha;Ciudad Real;Pedro Muñoz;Cementerio de Pedro Muñoz;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2741/2022 AVIL;Castilla y León;Ávila;Cuevas del Valle;Fosa del Cerro de la Cruz I;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;S
2749/2022 CIRE;Castilla-La Mancha;Ciudad Real;Solana, La;Fosa en el cementerio municipal de La Solana;EXHUMADA PARCIALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
275/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en Peña Careses;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2750/2022 CIRE;Castilla-La Mancha;Ciudad Real;Cortijos, Los;Fosa en el antiguo cementerio civil de Los Cortijos.;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2751/2022 AVIL;Castilla y León;Ávila;Cuevas del Valle;Fosa del Cerro de la Cruz II;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;S
2752/2022 GUAD;Castilla-La Mancha;Guadalajara;Abánades;Fosa común en la Enebrá Socarrá;EXHUMADA PARCIAL;MUERTOS EN COMBATE;10;N
276/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en La Revuelta El Coche (NO-1);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2768/2022 PONT;Galicia;Pontevedra;Nigrán;Fosa en la iglesia de San Mamede de Priegue;NO INTERVENIDA;EJECUCIONES SUMARÍSIMAS;8;S
277/2009 ASTU;Principado de Asturias;Asturias;Somiedo;Fosa de Gúa (AS-227, Km. 40);NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;11;N
278/2009 ASTU;Principado de Asturias;Asturias;Somiedo;Fosa del Puerto;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
279/2009 ASTU;Principado de Asturias;Asturias;Bimenes;Fosa en el cementerio de San Julián;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
28/2009 SEVI;Andalucía;Sevilla;Aguadulce;Fosa en el Cerro Real;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
280/2009 ASTU;Principado de Asturias;Asturias;Teverga;Fosa en el Cementerio de Santianes;NO INTERVENIDA;OTRO;-;N
2806/2022 LPAL;Canarias;Las Palmas;Palmas de Gran Canaria, Las;Cementerio de Vegueta;DIGNIFICADA;DESCONOCIDO;8;N
2807/2022 LPAL;Canarias;Las Palmas;Palmas de Gran Canaria, Las;Playa de La Laja;DIGNIFICADA;DESCONOCIDO;11;N
2808/2022 LPAL;Canarias;Las Palmas;Telde;Sima de Jinámar;NO INTERVENIDA;DESCONOCIDO;10;N
2809/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;San Andrés;DESAPARECIDA;DESCONOCIDO;11;N
2810/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Cueva Bermeja;Sin Estado;DESCONOCIDO;11;N
2811/2022 TENE;Canarias;Santa Cruz de Tenerife;La Laguna;Cementerio de San Juan Bautista;NO INTERVENIDA;DESCONOCIDO;11;N
2812/2022 TENE;Canarias;Santa Cruz de Tenerife;La Laguna;Fuente Cañizares;Sin Estado;DESCONOCIDO;11;N
2814/2022 TENE;Canarias;Santa Cruz de Tenerife;Arico;Médico Rivero;Sin Estado;DESCONOCIDO;11;N
2815/2022 TENE;Canarias;Santa Cruz de Tenerife;Arona;Morro Negro;Sin Estado;DESCONOCIDO;11;N
2816/2022 TENE;Canarias;Santa Cruz de Tenerife;Arona;Pozo de los Alemanes;NO INTERVENIDA;DESCONOCIDO;10;N
2817/2022 TENE;Canarias;Santa Cruz de Tenerife;Arona;Pozo de Las Cuadras;DESAPARECIDA;DESCONOCIDO;11;N
2818/2022 TENE;Canarias;Santa Cruz de Tenerife;Garachico;Caleta de Interián;NO INTERVENIDA;DESCONOCIDO;11;N
2819/2022 TENE;Canarias;Santa Cruz de Tenerife;Hermigua;Hermigua;DESAPARECIDA;DESCONOCIDO;4;N
2820/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Cueva en el Tablero;Sin Estado;DESCONOCIDO;11;N
2821/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Cueva de Santa María del Mar;Sin Estado;DESCONOCIDO;11;N
2822/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Cueva de Bocacangrejo;Sin Estado;DESCONOCIDO;11;N
2823/2022 TENE;Canarias;Santa Cruz de Tenerife;Realejos, Los;Cueva La Caldera;Sin Estado;DESCONOCIDO;11;N
2824/2022 TENE;Canarias;Santa Cruz de Tenerife;Realejos, Los;Cementerio de San Agustín o Cementerio del Mocán;Sin Estado;DESCONOCIDO;11;N
2825/2022 TENE;Canarias;Santa Cruz de Tenerife;Realejos, Los;Galería en la Zona de la Romántica;Sin Estado;DESCONOCIDO;11;N
2826/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Cueva de María Jiménez;Sin Estado;DESCONOCIDO;11;N
2827/2022 TENE;Canarias;Santa Cruz de Tenerife;Silos, Los;Finca de Los Sánchez;Sin Estado;DESCONOCIDO;11;N
2828/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;El Llano de Maja y sus Bucios (La Sima de Los Helechos y El Bucio de Maja);NO INTERVENIDA;DESCONOCIDO;10;N
2829/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Montaña Blanca;Sin Estado;DESCONOCIDO;11;N
2830/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Arenas Negras;Sin Estado;DESCONOCIDO;11;N
2831/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Llano de Ucanca;Sin Estado;DESCONOCIDO;11;N
2832/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Pico Cabras;Sin Estado;DESCONOCIDO;11;N
2833/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Cuartel de la Guardia Civil de La Orotava;Sin Estado;DESCONOCIDO;11;N
2834/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Sanatorio del Teide;Sin Estado;DESCONOCIDO;11;N
2835/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Montaña Negra;Sin Estado;DESCONOCIDO;11;N
2836/2022 TENE;Canarias;Santa Cruz de Tenerife;Orotava, La;Sima de La Perdiz;Sin Estado;DESCONOCIDO;11;N
2837/2022 TENE;Canarias;Santa Cruz de Tenerife;La Laguna;Valle Jiménez;Sin Estado;DESCONOCIDO;11;N
2838/2022 TENE;Canarias;Santa Cruz de Tenerife;Santa Cruz de Tenerife;Cementerio de Santa Lastenia;Sin Estado;DESCONOCIDO;11;N
2839/2022 LPAL;Canarias;Las Palmas;Arucas;Pozo de Tenoya;EXHUMADA PARCIAL;DESCONOCIDO;10;N
2840/2022 LPAL;Canarias;Las Palmas;Arucas;Pozo de La Vuelta del Francés;NO INTERVENIDA;DESCONOCIDO;10;N
2841/2022 LPAL;Canarias;Las Palmas;Arucas;Pozo del Barranco de Arucas;NO INTERVENIDA;DESCONOCIDO;10;N
2842/2022 TOLE;Castilla-La Mancha;Toledo;Nombela;Fosa común en la cuneta de la carretera de Nombela;NO INTERVENIDA;-;2;N
287/2009 ASTU;Principado de Asturias;Asturias;Bimenes;Fosa en el Monte de Bimenes;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
2890/2022 OREN;Galicia;Ourense;Viana do Bolo;Fosa en la curva das Revendeitas;DESAPARECIDA;EJECUCIONES EXTRAJUDICIALES;4;N
29/2009 ASTU;Principado de Asturias;Asturias;Bimenes;"Fosa en La Llomba, Prado ""Los Ferrandos";EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
290/2009 ASTU;Principado de Asturias;Asturias;Teverga;Zona de San Vicente de Fresnedo;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;11;N
292/2009 ASTU;Principado de Asturias;Asturias;Tineo;Fosa del Cementerio Viejo de Tineo;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
2923/2022 NAVA;Comunidad Foral de Navarra;Navarra;Estella/Lizarra;Fosa del Caserío de Echávarri;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2924/2022 NAVA;Comunidad Foral de Navarra;Navarra;Aibar;Fosa de la Fuente del Garrero (Alto de Aibar);EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2925/2022 NAVA;Comunidad Foral de Navarra;Navarra;Ayegui;Fosa del Antiguo Cementerio de Ayegui;TRASLADADA AL VALLE DE LOS CAÍDOS;EJECUCIONES EXTRAJUDICIALES;4;N
2926/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de las Botellas (Fuerte de San Cristóbal);EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2927/2022 NAVA;Comunidad Foral de Navarra;Navarra;Fustiñana;Fosa de la corraliza de Fustiñana;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2928/2022 NAVA;Comunidad Foral de Navarra;Navarra;Peralta;Fosa de la Venta de Arlás;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2929/2022 NAVA;Comunidad Foral de Navarra;Navarra;Etxalar;Fosa de Batzarleku (Etxalar);EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
293/2009 ASTU;Principado de Asturias;Asturias;Tineo;Fosa del Cementerio Civil de Francos;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2930/2022 NAVA;Comunidad Foral de Navarra;Navarra;Artazu;Fosa de la Vuelta Chiquito (Artazu);EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2931/2022 NAVA;Comunidad Foral de Navarra;Navarra;Cizur;Fosas del Alto del Perdón;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2932/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Aizoáin;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
2933/2022 NAVA;Comunidad Foral de Navarra;Navarra;Altsasu/Alsasua;Fosa de la antigua N-I (Alsasua);NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2934/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Artica;NO INTERVENIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2935/2022 NAVA;Comunidad Foral de Navarra;Navarra;Igúzquiza;Fosa de La Llana (Azqueta);NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2936/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Ballariáin;NO INTERVENIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2937/2022 NAVA;Comunidad Foral de Navarra;Navarra;Bera/Vera de Bidasoa;Cementerio de Bera;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2938/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Berrioplano;NO INTERVENIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2939/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berriozar;Cementerio de Berriozar;EXHUMADA PARCIAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
294/2009 ASTU;Principado de Asturias;Asturias;Tineo;Fosa de la Iglesia de San Roque (Porciles, AS-219, Km 55);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2940/2022 NAVA;Comunidad Foral de Navarra;Navarra;Cadreita;Corral de Valcaldera;TRASLADADA AL VALLE DE LOS CAÍDOS;EJECUCIONES EXTRAJUDICIALES;10;N
2941/2022 NAVA;Comunidad Foral de Navarra;Navarra;Buñuel;Fosa del Cementerio de Buñuel;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
2942/2022 NAVA;Comunidad Foral de Navarra;Navarra;Cascante;Fosa de Urzante;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2943/2022 NAVA;Comunidad Foral de Navarra;Navarra;Roncal;Fosa del Cementerio de Roncal;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2944/2022 NAVA;Comunidad Foral de Navarra;Navarra;Aguilar de Codés;Fosa de Aguilar de Codés;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2945/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Berriosuso;NO INTERVENIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2946/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Añézcar;EXHUMADA TOTAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2947/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Oteiza de Berrioplano;EXHUMADA PARCIAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2948/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Loza;NO INTERVENIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2949/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Larragueta;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
295/2009 ASTU;Principado de Asturias;Asturias;Tineo;Fosa de las curvas de Piedratecha, (AS-350, entre los Km 2 y 3);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2950/2022 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Cementerio de Elcarte;EXHUMADA PARCIAL;MUERTOS EN CAUTIVIDAD/CUSTODIA;8;N
2951/2022 NAVA;Comunidad Foral de Navarra;Navarra;Ibargoiti;Fosa del Alto de Sengáriz o Sengáriz 8;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2952/2022 NAVA;Comunidad Foral de Navarra;Navarra;Guesálaz;Fosa de Muniáin de Guesálaz;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2953/2022 NAVA;Comunidad Foral de Navarra;Navarra;Tafalla;Cementerio de Tafalla;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2954/2022 NAVA;Comunidad Foral de Navarra;Navarra;Oteiza;Fosa de Oteiza;NO INTERVENIDA;MUERTOS EN CAUTIVIDAD/CUSTODIA;10;N
2955/2022 NAVA;Comunidad Foral de Navarra;Navarra;Eratsun;Fosa de Eratsun;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2956/2022 NAVA;Comunidad Foral de Navarra;Navarra;Tudela;Cementerio de Tudela II;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2957/2022 NAVA;Comunidad Foral de Navarra;Navarra;Ultzama;Fosas del Bosque de Orgi;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2958/2022 NAVA;Comunidad Foral de Navarra;Navarra;Pamplona/Iruña;Comandancia Guardia Civil de Pamplona;Sin Estado;EJECUCIONES EXTRAJUDICIALES;10;N
2959/2022 NAVA;Comunidad Foral de Navarra;Navarra;P.N. Urbasa-Andía;Sima del Raso;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
296/2009 ASTU;Principado de Asturias;Asturias;Tineo;Fosa de Tamallanes (Campo el Río, AS-217, Km 28);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2960/2022 NAVA;Comunidad Foral de Navarra;Navarra;Monreal;Fosa de la Tejería de Monreal;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2961/2022 NAVA;Comunidad Foral de Navarra;Navarra;Ribaforada;Corral Nuevo;Sin Estado;EJECUCIONES EXTRAJUDICIALES;10;N
2962/2022 NAVA;Comunidad Foral de Navarra;Navarra;Valtierra;Cementerio de Valtierra;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
2963/2022 NAVA;Comunidad Foral de Navarra;Navarra;Fitero;El Tolco;Sin Estado;EJECUCIONES EXTRAJUDICIALES;10;N
2964/2022 NAVA;Comunidad Foral de Navarra;Navarra;Villatuerta;Fosa de Villatuerta;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2965/2022 NAVA;Comunidad Foral de Navarra;Navarra;Améscoa Baja;Balcón de Pilatos o Cortado de Ubaba;Sin Estado;EJECUCIONES EXTRAJUDICIALES;10;N
2966/2022 NAVA;Comunidad Foral de Navarra;Navarra;Aranguren;Cementerio de Tajonar;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2967/2022 NAVA;Comunidad Foral de Navarra;Navarra;Unzué;Cementerio Unzué;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
2968/2022 NAVA;Comunidad Foral de Navarra;Navarra;Beriáin;Fosa de Beriáin;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2969/2022 NAVA;Comunidad Foral de Navarra;Navarra;Tiebas-Muruarte de Reta;Fosa de Tiebas-Muruarte de Reta;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
297/2009 ASTU;Principado de Asturias;Asturias;Tineo;Fosa junto a área recreativa en Tamallanes (Campo el Río, carretera ALL-3, Km 4,5);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2970/2022 NAVA;Comunidad Foral de Navarra;Navarra;Peralta;Fosa de Vallacuera;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2971/2022 NAVA;Comunidad Foral de Navarra;Navarra;Falces;Cementerio de Falces;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
