Número de registro;Comunidad autónoma;Provincia;Localidad;Denominación;Estado de la fosa;Tipo de fosa;Estado actual;Ubicación precisa
2426/2011 SEVI;Andalucía;Sevilla;Santiponce;Fosa en el cementerio de Santiponce;NO INTERVENIDA;-;-;N
2427/2011 SEVI;Andalucía;Sevilla;Tocina;Fosa en cementerio de Tocina;NO INTERVENIDA;-;-;N
2428/2011 SEVI;Andalucía;Sevilla;Villanueva del Río y Minas;Fosa 1 en cementerio de Villanueva del Rio y Minas;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2429/2011 SEVI;Andalucía;Sevilla;Utrera;Fosa 2 en cementerio de Utrera;NO INTERVENIDA;-;-;N
243/2009 ASTU;Principado de Asturias;Asturias;San Martín del Rey Aurelio;Fosa sobre el tunel de L´Angariella (a la salida de Sotrondio en dirección a Blimea, junto al campo de futbol);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2430/2011 SEVI;Andalucía;Sevilla;Utrera;Fosa 3 en cementerio de Utrera;DESAPARECIDA;-;1;N
2431/2011 SEVI;Andalucía;Sevilla;Pruna;Fosa en el cementerio antiguo de Pruna;DESAPARECIDA;-;5;N
2432/2011 SEVI;Andalucía;Sevilla;Pruna;Fosa del Peñon del Cuervo;EXHUMADA TOTAL;-;5;N
2433/2011 SEVI;Andalucía;Sevilla;Pruna;Fosa en el paraje Las Salinas;NO INTERVENIDA;-;-;N
2434/2011 SEVI;Andalucía;Sevilla;Pruna;Fosa en el paraje Las Encarnaciones;NO INTERVENIDA;-;-;N
2435/2011 SEVI;Andalucía;Sevilla;Alcolea del Río;-;NO INTERVENIDA;-;-;N
2436/2011 SEVI;Andalucía;Sevilla;Casariche;Fosa en el antiguo Cementerio de Casariche;EXHUMADA TOTAL;-;-;N
2437/2011 SEVI;Andalucía;Sevilla;Dos Hermanas;Fosa en el Cementerio de Dos Hermanas (fosa 2);EXHUMADA TOTAL;-;-;N
2438/2011 SEVI;Andalucía;Sevilla;Ecija;Fosa en el Cementerio de Ecija;EXHUMADA TOTAL;-;-;N
2439/2011 SEVI;Andalucía;Sevilla;Ecija;"Fosa en el molino ""Castril Chico";NO INTERVENIDA;-;-;N
244/2009 ASTU;Principado de Asturias;Asturias;San Martín del Rey Aurelio;Fosa La Generala, (pasando Sotrondio hacia Tetuán, en un antiguo polvorín, en una trinchera.;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);4;N
2440/2011 SEVI;Andalucía;Sevilla;Saucejo, El;Fosa en el Cementerio de El Saucejo;NO INTERVENIDA;-;-;N
2441/2011 SEVI;Andalucía;Sevilla;Espartinas;Fosa en el Cementerio de Espartinas (fosa 1);NO INTERVENIDA;-;-;N
2442/2011 CORD;Andalucía;Córdoba;Espejo;Fosa en el Cementerio de Espejo;NO INTERVENIDA;-;-;N
2443/2011 CORD;Andalucía;Córdoba;Hinojosa del Duque;Fosa en el Cementerio de Hinojosa del Duque;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2444/2011 CORD;Andalucía;Córdoba;Villanueva de Córdoba;Fosa en el Cementerio de Villanueva de Córdoba;NO INTERVENIDA;-;-;N
2445/2011 CORD;Andalucía;Córdoba;Encinas Reales;-;NO INTERVENIDA;-;-;N
2446/2011 CORD;Andalucía;Córdoba;Obejo;Fosa en el Cementerio de Obejo;NO INTERVENIDA;-;-;N
2447/2011 CORD;Andalucía;Córdoba;Conquista;Fosa en el Cementerio de Conquista;EXHUMADA PARCIAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2448/2011 CORD;Andalucía;Córdoba;Guadalcázar;Fosa en el Cementerio de Guadalcázar;NO INTERVENIDA;-;-;N
2449/2011 CORD;Andalucía;Córdoba;Cabra;Fosa en el Cementerio de Cabra;NO INTERVENIDA;-;-;N
245/2009 ASTU;Principado de Asturias;Asturias;San Martín del Rey Aurelio;Fosa frente a la mina del Sotón en una escombrera;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2450/2011 CORD;Andalucía;Córdoba;Adamuz;Fosa en el Cementerio de Adamuz;NO INTERVENIDA;-;-;N
2451/2011 CADI;Andalucía;Cádiz;Torre Alháquime;Fosa en el paraje El Rodeo;DESAPARECIDA;-;2;N
2452/2011 CADI;Andalucía;Cádiz;Torre Alháquime;Fosa en el paraje La Rabia;NO INTERVENIDA;-;-;N
2453/2011 SALA;Castilla y León;Salamanca;Pelabravo;Fosa de Pelabravo;EXHUMADA TOTAL;-;5;N
2454/2011 GRAN;Andalucía;Granada;Almuñécar;Fosa en el antiguo Cementerio de Almuñecar;NO INTERVENIDA;-;-;N
2455/2011 GRAN;Andalucía;Granada;Salobreña;Fosas en el Cementerio de Salobreña;NO INTERVENIDA;-;-;N
2456/2011 SALA;Castilla y León;Salamanca;Ciudad Rodrigo;Fosa de los 14 de Fuenteguinaldo;EXHUMADA TOTALMENTE Y DIGNIFICADA;-;11;N
2457/2011 GRAN;Andalucía;Granada;Lecrín;Fosa en un pequeño bancal de Lecrin;NO INTERVENIDA;-;-;N
2458/2011 GRAN;Andalucía;Granada;Illora;"Fosa en Tocón ""Fuente del Chorro";DESAPARECIDA;-;-;N
2459/2011 GRAN;Andalucía;Granada;Illora;"Fosa en Tocón ""Puente de Juan de Arcos";NO INTERVENIDA;-;-;N
246/2009 ASTU;Principado de Asturias;Asturias;San Martín del Rey Aurelio;Fosa de la Cueva de la Peña, sitio conocido como Les Bilorteres.;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2460/2011 GRAN;Andalucía;Granada;Jete;Fosa en el Cementerio antiguo de Jete;DESAPARECIDA;-;2;N
2461/2011 GRAN;Andalucía;Granada;Taha, La;Fosa en el Barranco de la Sangre;NO INTERVENIDA;-;-;N
2462/2011 CADI;Andalucía;Cádiz;Gastor, El;Fosa en el paraje La Fresnadilla;NO INTERVENIDA;-;-;N
2464/2011 CADI;Andalucía;Cádiz;Grazalema;Fosa en el paraje Monte Abajo;NO INTERVENIDA;-;-;N
2465/2011 CADI;Andalucía;Cádiz;Grazalema;Fosa en el Puerto de los Alamillos;NO INTERVENIDA;-;-;N
2466/2011 CADI;Andalucía;Cádiz;Grazalema;Fosa en el paraje Fuente de la Ladera;NO INTERVENIDA;-;-;N
2467/2011 CADI;Andalucía;Cádiz;Grazalema;Fosa en el paraje Hoyo del Tarazón;NO INTERVENIDA;-;-;N
2468/2011 CADI;Andalucía;Cádiz;Prado del Rey;Fosa en el paraje El Calvario;DESAPARECIDA;-;-;N
2469/2011 CADI;Andalucía;Cádiz;Prado del Rey;Fosa en la entrada de Finca Los Clavijos;NO INTERVENIDA;-;-;N
247/2009 ASTU;Principado de Asturias;Asturias;San Tirso de Abres;Fosa del Cementerio de San Tirso de Abres;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
2470/2011 CADI;Andalucía;Cádiz;Villamartín;Fosa en finca próxima a la ermita de la Virgen de las Montañas;NO INTERVENIDA;-;-;N
2471/2011 MALA;Andalucía;Málaga;Villanueva de Tapia;Fosa en Villanueva de Tapia;EXHUMADA TOTAL;-;-;N
2472/2011 MALA;Andalucía;Málaga;Riogordo;Fosa en el Cementerio antiguo de Riogordo;NO INTERVENIDA;-;-;N
2473/2011 MALA;Andalucía;Málaga;Alameda;Fosa en el Cementerio de Alameda;NO INTERVENIDA;-;-;N
2474/2011 MALA;Andalucía;Málaga;Jimera de Líbar;Fosa en el cementerio de Jimera de Libar;EXHUMADA PARCIAL;-;-;N
2475/2011 MALA;Andalucía;Málaga;Almáchar;Fosa en el cementerio de Almachar;NO INTERVENIDA;-;-;N
2476/2011 BURG;Castilla y León;Burgos;Gumiel de Hizán;Fosa de La Legua en Gumiel de Izán;EXHUMADA TOTAL;-;-;N
2477/2011 LUGO;Galicia;Lugo;Baralla;Fosa en cementerio de Recesende;DESAPARECIDA;GUERRILLERA;-;N
2478/2011 MALA;Andalucía;Málaga;Antequera;Fosa en cementerio de Villanueva de la Concepción;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2479/2011 ZAMO;Castilla y León;Zamora;Toro;Fosas en el Cementerio de Toro;NO INTERVENIDA;-;-;N
248/2009 ASTU;Principado de Asturias;Asturias;Piloña;Fosa en Los Pontones;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2480/2011 LEON;Castilla y León;León;Burón;Fosa del Pozo Grajero en Lario;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2481/2011 LEON;Castilla y León;León;Joarilla de las Matas;Fosa común de Joarilla de las Matas;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2482/2011 GUAD;Castilla-La Mancha;Guadalajara;Toba, La;Fosa en la viña del Tío Morillas;EXHUMADA TOTAL;-;-;N
2483/2011 CACE;Extremadura;Cáceres;Escurial;Fosas en el paraje Los Arenales;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
2484/2011 BADA;Extremadura;Badajoz;Mirandilla;Fosa en el paraje Pozo de la Meregilda;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2485/2011 ASTU;Principado de Asturias;Asturias;Avilés;Fosa en el Cementerio de La Carriona;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;1;N
2486/2011 LEON;Castilla y León;León;Ponferrada;Fosa en Villanueva de Valdueza;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2487/2011 LUGO;Galicia;Lugo;Guitiriz;Fosa en cementerio de Santa Mariña de Lagostelle;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2488/2011 CIRE;Castilla-La Mancha;Ciudad Real;Chillón;Fosa en el paraje El Contadero;EXHUMADA TOTALMENTE Y DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
2489/2011 CORU;Galicia;A Coruña;Vilarmaior;Fosa en cementerio de San Pedro de Grandal;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
249/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa de San Miguel de la Barreda, AS-117 Avilés-Puerto de Tarna;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;-;N
2490/2011 BURG;Castilla y León;Burgos;Villafranca Montes de Oca;Fosa 2 Monte de La Pedraja;EXHUMADA PARCIAL;-;-;N
2491/2011 BURG;Castilla y León;Burgos;Castrojeriz;Fosa en el paraje de Tablín;EXHUMADA TOTAL;-;-;N
2492/2011 SEVI;Andalucía;Sevilla;Madroño, El;Fosa en El Álamo;EXHUMADA TOTAL;-;-;N
2493/2011 ASTU;Principado de Asturias;Asturias;Cabrales;Fosa de Collao Torre;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2494/2011 ASTU;Principado de Asturias;Asturias;Laviana;Fosa en el cementerio de El Condado;DIGNIFICADA;GUERRILLERA;8;N
2495/2012 BURG;Castilla y León;Burgos;Merindad de Sotoscueva;Fosa en el Alto de la Mazorra;EXHUMADA TOTAL;-;-;N
2496/2012 PALE;Castilla y León;Palencia;Villamediana;Fosa destruida en terreno de labranza;DESAPARECIDA;-;4;N
2497/2012 LEON;Castilla y León;León;Gordaliza del Pino;Fosa en talud de la carretera N-120;EXHUMADA TOTAL;-;-;N
2498/2012 BADA;Extremadura;Badajoz;Castuera;Cementerio de Castuera I;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;8;N
2499/2012 PALE;Castilla y León;Palencia;Villarramiel;Fosa en cementerio de Villarramiel;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
25/2009 ASTU;Principado de Asturias;Asturias;Aller;Fosa de La Pozona;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;2;N
250/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa de la zona del Cerro de los Abedules;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2500/2012 BURG;Castilla y León;Burgos;Merindad de Cuesta-Urria;Fosa de Paralacuesta;EXHUMADA TOTAL;DESCONOCIDO;-;N
2501/2012 BADA;Extremadura;Badajoz;Santa Amalia;Fosa en finca La Parrilla;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
2502/2012 MADR;Comunidad de Madrid;Madrid;Alcalá de Henares;Fosa en Acuartelamiento Primo de Rivera-BRIPAC;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;-;N
2503/2012 BURG;Castilla y León;Burgos;Castrillo del Val;Fosa-osario en San Pedro de Cardeña;NO INTERVENIDA;-;-;N
2504/2012 OREN;Galicia;Ourense;Carballeda de Valdeorras;Fosa en A Rebroxada-Soutadoiro;EXHUMADA TOTAL;GUERRILLERA;-;N
2509/2012 BADA;Extremadura;Badajoz;Villanueva de la Serena;Fosa en Cementerio de Villanueva de la Serena;EXHUMADA PARCIALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;N
251/2009 CANT;Cantabria;Cantabria;Torrelavega;Cementerio de La Llama;NO EXHUMADA, PERO DIGNIFICADA;MUERTOS EN COMBATE;11;N
2510/2012 GUIP;País Vasco;Guipúzcoa;Elgoibar;Fosa de soldados Compañía Zubiaur;EXHUMADA TOTAL;MUERTOS EN COMBATE;5;N
2511/2012 GUIP;País Vasco;Guipúzcoa;Oiartzun;Fosa en Iragorri-Katin Txiki;EXHUMADA TOTAL;-;-;N
2512/2012 BURG;Castilla y León;Burgos;Espinosa de los Monteros;Fosa en calle La Riva;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2513/2012 BURG;Castilla y León;Burgos;Espinosa de los Monteros;Fosa de las cuatro mujeres;EXHUMADA TOTAL;-;-;N
2514/2012 SORI;Castilla y León;Soria;Montenegro de Cameros;Fosa en cementerio de Montenegro de Cameros;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2515/2012 RIOJ;La Rioja;La Rioja;Grávalos;Fosa en el Carrascal de Villarroya;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
2516/2012 RIOJ;La Rioja;La Rioja;Arnedillo;Fosa del cementerio de Arnedillo;DESAPARECIDA;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
2517/2012 AVIL;Castilla y León;Ávila;Gavilanes;Fosa en el paraje El Portalón;EXHUMADA TOTAL;-;-;N
2518/2012 AVIL;Castilla y León;Ávila;Santa Cruz del Valle;Fosa en el paraje Pradera de lo Alto;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
2519/2012 GUIP;País Vasco;Guipúzcoa;Elgoibar;Fosa de 4 soldados Compañía Zubiaur;EXHUMADA TOTAL;-;-;N
252/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en la zona de Piedra Nidia;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2520/2012 CIRE;Castilla-La Mancha;Ciudad Real;Abenójar;Fosa en cementerio de Abenójar;EXHUMADA PARCIAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2521/2012 MALA;Andalucía;Málaga;Istán;Fosa en la Lomilla de los Muertos;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2522/2012 GRAN;Andalucía;Granada;Gualchos;Fosa común en el cementerio de Gualchos;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2523/2012 TOLE;Castilla-La Mancha;Toledo;Calera y Chozas;Fosas en el paseo del cementerio de Calera y Chozas;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2524/2012 GRAN;Andalucía;Granada;Pinar, El;Fosa 1 junto a Iglesia de La Inmaculada;EXHUMADA TOTAL;-;-;N
2525/2012 GRAN;Andalucía;Granada;Pinar, El;Fosa 1 junto a la iglesia de La Inmaculada-Pinos del Valle;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;-;N
2526/2012 GRAN;Andalucía;Granada;Pinar, El;Fosa 2 junto a la iglesia de La Inmaculada-Pinos del Valle;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2527/2012 GRAN;Andalucía;Granada;Pinar, El;Fosa 3 junto a la iglesia de La Inmaculada-Pinos del Valle;EXHUMADA TOTAL;-;-;N
2528/2012 LEON;Castilla y León;León;Ponferrada;Fosas en Valdelallana-Villanueva de Valdueza;EXHUMADA TOTAL;-;-;N
2529/2012 LUGO;Galicia;Lugo;Bóveda;Fosas en cementerio de Teilán;EXHUMADA PARCIAL;GUERRILLERA;-;N
253/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en la zona de Cabaña Ferma;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2530/2012 PALE;Castilla y León;Palencia;Villabasta de Valdavia;Fosas en el paraje Las Quintanas;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2531/2012 VALE;Comunitat Valenciana;Valencia/València;Paterna;Fosa común nº 14 del cementerio de Paterna;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES SUMARÍSIMAS;11;N
2532/2012 ASTU;Principado de Asturias;Asturias;Valdés;Cementerio musulmán de Barcia;NO INTERVENIDA;MUERTOS EN COMBATE;10;N
2533/2012 LEON;Castilla y León;León;San Justo de la Vega;Fosas de San Justo de la Vega;EXHUMADA TOTAL;-;-;N
254/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa de Monte Cerrón (Sorrobín-Lieres);NO INTERVENIDA;-;-;N
255/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en la carretera entre Carbayín Alto y Cerezales (AS-324);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2558/2013 BADA;Extremadura;Badajoz;Arroyo de San Serván;Fosa en finca El Valle;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
256/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en el Puente de La Casilla (Güergo);NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2560/2013 SORI;Castilla y León;Soria;Barcones;Fosa en paraje Valdevelaza;NO INTERVENIDA;-;-;N
2561/2015 VIZC;País Vasco;Vizcaya;Lemoa;Peña Lemona II;EXHUMADA TOTAL;MUERTOS EN COMBATE;-;N
2563/2015 CACE;Extremadura;Cáceres;Cuacos de Yuste;Cementerio Municipal de Cuacos de Yuste;EXHUMADA TOTALMENTE Y DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;4;N
2564/2015 BADA;Extremadura;Badajoz;Puebla de Alcocer;Paraje El Chaparral y Cuesta de las Cabezas;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;4;N
2565/2015 BADA;Extremadura;Badajoz;Valdecaballeros;Las Cabezuelas;Sin Estado;EJECUCIONES EXTRAJUDICIALES;11;N
2566/2015 BADA;Extremadura;Badajoz;Feria;Cementerio municipal de Feria;EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;7;N
2567/2015 BADA;Extremadura;Badajoz;Feria;"Pozo en la finca ""El Salamanco Chico"" I";EXHUMADA TOTAL;EJECUCIONES EXTRAJUDICIALES;10;N
2568/2015 CACE;Extremadura;Cáceres;Zorita;Cementerio municipal de Zorita;Sin Estado;EJECUCIONES EXTRAJUDICIALES;8;N
2569/2015 BADA;Extremadura;Badajoz;Quintana de la Serena;Cementerio municipal de Quintana de la Serena;EXHUMADA TOTAL;-;-;N
257/2009 ASTU;Principado de Asturias;Asturias;Siero;Fosa en Los Peñones (Lugones, junto a  AS-18, entre los Kms 2 y 3);EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2570/2015 CACE;Extremadura;Cáceres;Miajadas;Cementerio municipal de Miajadas;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;8;N
2571/2015 CACE;Extremadura;Cáceres;Miajadas;El Santo;Sin Estado;EJECUCIONES EXTRAJUDICIALES;11;N
2572/2015 BADA;Extremadura;Badajoz;Cabeza la Vaca;Cementerio municipal de Cabeza la Vaca I;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;8;N
2573/2015 BADA;Extremadura;Badajoz;Campillo de Llerena;Cementerio de los Italianos;NO ESPECIFICADO;MUERTOS EN COMBATE;8;S
2576/2015 NAVA;Comunidad Foral de Navarra;Navarra;Berriozar;Fosa La Esparzeta;EXHUMADA TOTAL;-;-;N
258/2009 SEVI;Andalucía;Sevilla;Alcalá del Río;Fosa en el Cementerio de Alcalá del Río;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2586/2015 ZARA;Aragón;Zaragoza;Novallas;Cementerio de Novallas;EXHUMADA TOTAL;-;-;N
2587/2015 BURG;Castilla y León;Burgos;Estépar;Fosa del Monte;EXHUMADA TOTAL;-;-;N
2588/2015 BURG;Castilla y León;Burgos;Estépar;Fosas del Monte;EXHUMADA TOTAL;-;-;N
2589/2015 VIZC;País Vasco;Vizcaya;Orduña;Cementerio de Orduña;NO INTERVENIDA;-;1;N
259/2009 SEVI;Andalucía;Sevilla;Cantillana;Fosa en el cemenerio de Cantillana;NO EXHUMADA, PERO DIGNIFICADA;-;11;N
2590/2015 VIZC;País Vasco;Vizcaya;Balmaseda;-;EXHUMADA TOTAL;-;-;N
2591/2015 TERU;Aragón;Teruel;Abejuela;Collado de la Salada;EXHUMADA TOTAL;-;-;N
2592/2015 TERU;Aragón;Teruel;Olba;'El Volaje' Barranco El Santo;EXHUMADA TOTAL;-;-;N
2593/2015 VIZC;País Vasco;Vizcaya;Lemoa;Peña Lemona I;EXHUMADA TOTAL;MUERTOS EN COMBATE;-;N
2594/2015 ALAV;País Vasco;Álava;Valdegovía;Fosa Alto de la Horca (Concejo de Bóveda);EXHUMADA TOTAL;-;-;N
2595/2015 ALAV;País Vasco;Álava;Legutiano;Pinar de Txabolapea;EXHUMADA TOTAL;-;-;N
2596/2015 LEON;Castilla y León;León;Priaranza del Bierzo;Fosa de Villalibre de la Jurisdicción;EXHUMADA TOTAL;-;-;N
2597/2015 MADR;Comunidad de Madrid;Madrid;Arganda del Rey;Fosa en el cementerio viejo de Arganda del Rey I;EXHUMADA TOTAL;MUERTOS EN COMBATE;8;S
2598/2015 AVIL;Castilla y León;Ávila;Crespos;Fosa del cementerio de Chaherreros;EXHUMADA TOTAL;-;-;N
2599/2015 BARC;Cataluña;Barcelona;Olesa de Bonesvalls;Serra de Riés;NO INTERVENIDA;-;-;N
26/2009 ASTU;Principado de Asturias;Asturias;Soto del Barco;Fosa de El Pico en San Juan de la Arena;DESAPARECIDA;MUERTOS EN COMBATE;4;N
260/2009 SEVI;Andalucía;Sevilla;Villanueva del Río y Minas;Fosa 2 en cementerio de Villanueva del Rio y Minas;EXHUMADA TOTAL;-;4;N
2600/2015 SALA;Castilla y León;Salamanca;Salamanca;La Orbada;EXHUMADA TOTAL;-;-;N
2601/2015 GUIP;País Vasco;Guipúzcoa;Villabona;Cementerio de Amasa;EXHUMADA TOTAL;-;-;N
2602/2015 SORI;Castilla y León;Soria;Barcones;Fosa Colmenar;EXHUMADA TOTAL;-;-;N
2603/2015 GUAD;Castilla-La Mancha;Guadalajara;Abánades;Paridera del Tío Castro;EXHUMADA TOTAL;-;-;N
2604/2015 GRAN;Andalucía;Granada;Santa Cruz del Comercio;Fosa del Cementerio de Santa Cruz del Comercio;EXHUMADA TOTAL;-;-;N
2605/2015 MADR;Comunidad de Madrid;Madrid;Brunete;Fosa en Brunete;EXHUMADA TOTAL;-;-;N
261/2009 SEVI;Andalucía;Sevilla;Villaverde del Río;Fosa en cementerio de Villaverde del Rio;EXHUMADA PARCIAL;-;-;N
2611/2015 ALIC;Comunitat Valenciana;Alicante/Alacant;Jávea/Xàbia;L'avenc de Xabia;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;N
262/2009 SEVI;Andalucía;Sevilla;Badolatosa;Fosa en el Cementerio de Badolatosa;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);4;N
2620/2017 NAVA;Comunidad Foral de Navarra;Navarra;Berrioplano;Fosa de Ballariaín;NO INTERVENIDA;-;-;N
263/2009 SEVI;Andalucía;Sevilla;Badolatosa;Fosa en el Cementerio de Badolatosa;EXHUMADA TOTAL;-;1;N
2634/2017 NAVA;Comunidad Foral de Navarra;Navarra;Odieta;Fosa de Sagardikoa;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2638/2017 NAVA;Comunidad Foral de Navarra;Navarra;Odieta;Fosa en el cementerio de Ripa;Sin Estado;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
264/2009 SEVI;Andalucía;Sevilla;Gilena;Fosa en el Cementerio de Gilena;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;1;N
2643/2017 ALAV;País Vasco;Álava;Lantarón;FOSA EN EL CEMENTERIO DE ARAIA;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2644/2017 ALAV;País Vasco;Álava;Lantarón;FOSA JUNTO AL RIO EBRO A SU PASO POR LANTARÓN;NO INTERVENIDA;FUSILAMIENTO (OPCION A EXTINGUIR);-;N
2645/2017 VIZC;País Vasco;Vizcaya;Bilbao;FOSA I MONTES ABRIL-GANGUREN;NO INTERVENIDA;MUERTOS EN COMBATE;-;N
2646/2017 VIZC;País Vasco;Vizcaya;Bilbao;FOSA JUNTO AL DOLMEN DE HIRUMUGARRIETA;NO INTERVENIDA;MUERTOS EN COMBATE;-;N
2647/2017 VIZC;País Vasco;Vizcaya;Lemoa;FOSA EN LUMINABASO;NO INTERVENIDA;MUERTOS EN COMBATE;4;N
2648/2017 VIZC;País Vasco;Vizcaya;Sopuerta;FOSA EN EL BARRIO DE ALCEDO;NO INTERVENIDA;-;-;N
2649/2017 ALAV;País Vasco;Álava;Kuartango;FOSA EN EL CEMENTERIO DE APRIKANO;NO INTERVENIDA;-;-;N
265/2009 CANT;Cantabria;Cantabria;Santander;Fosa en el cementerio municipal de Ciriego;NO EXHUMADA, PERO DIGNIFICADA;FUSILAMIENTO (OPCION A EXTINGUIR);11;S
2650/2017 VIZC;País Vasco;Vizcaya;Zamudio;FOSA EN EL CASERÍO DE ARGIÑENA;NO INTERVENIDA;-;-;N
2651/2017 GUIP;País Vasco;Guipúzcoa;Asteasu;FOSA EN EL CEMENTERIO DE ASTEASU;EXHUMADA TOTAL;-;-;N
2652/2021 CUEN;Castilla-La Mancha;Cuenca;Pajaroncillo;"Fosa heridos de Guerra procedentes de Hospital ""El Cañizar";NO INTERVENIDA;MUERTOS EN COMBATE;-;N
2653/2021 ASTU;Principado de Asturias;Asturias;Gozón;Fosa Alto del Palomo;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2654/2021 TOLE;Castilla-La Mancha;Toledo;Tembleque;-;NO EXHUMADA, PERO DIGNIFICADA;EJECUCIONES EXTRAJUDICIALES;8;S
2655/2021 ASTU;Principado de Asturias;Asturias;Ibias;El Espín;EXHUMADA PARCIAL;EJECUCIONES EXTRAJUDICIALES;10;N
2658/2021 ASTU;Principado de Asturias;Asturias;Vegadeo;Meirón;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
2659/2022 ASTU;Principado de Asturias;Asturias;Amieva;Vellanzo;NO INTERVENIDA;EJECUCIONES EXTRAJUDICIALES;10;N
266/2009 SEVI;Andalucía;Sevilla;Estepa;Fosa en el Cementerio de Estepa;EXHUMADA TOTAL;FUSILAMIENTO (OPCION A EXTINGUIR);5;N
